seed,image_target_minus_past,video_target_minus_past,video_minus_image_at_past,video_minus_image_at_target,interaction_video_delta_minus_image_delta
42,0.08703827857971191,0.867013294249773,-0.7334079332649708,0.04656708240509033,0.7799750156700611
43,0.1320367455482483,0.8201898150146008,-0.6638390831649303,0.02431398630142212,0.6881530694663525
44,0.11826753616333008,0.8273216597735882,-0.6932926289737225,0.015761494636535645,0.7090541236102581
